year,0,1
2011,0.7021276595744681,0.2978723404255319
2012,0.6326530612244898,0.3673469387755102
2013,0.52,0.48
2014,0.52,0.48
2015,0.46,0.54
2016,0.46,0.54
2017,0.42,0.58
2018,0.42,0.58
2019,0.4375,0.5625
2020,0.4166666666666667,0.5833333333333334
2021,0.3333333333333333,0.6666666666666666
